Name ,Link,Comment,Emotion,Tag
,," নিশো ভাই,, নাটক দেখি আপনার,, ভালোই লাগেবাট নাটকের স্কীপ দেখে নাটক করুন। কিছু কিছু কথা খুবই বাজে লাগছে,, এগুলো আপনার কাছ থেকে আশা করিনি। আসলে এই সব বলে লাভ কি?মিডিয়া বলে কথা,, পদ্দার আড়ালে সবাই এক",Negative,0
,," এমবি খরচ করে অ্যাড দেখতেছি,নাটকটা মনেহয় বছরের সবচেয়ে ফ্লপ নাটকের একটা হবে,বান্নাহ ভাই - নিশো ভাই - তিশার কাছ থেকে এমনটা আশাকরি নাহ্! আপনারা ইতিমধ্যে সবার মন জয় করে নিয়েছেন,বাট এধরনের নাটক করে মান ক্ষুন্ন করবেন না,প্লিজ",Negative,0
,, ফালতু নাটক,Negative,0
,, এত গালির পরও পোষাক পরিবর্তন হয় না,Negative,0
,," নিশো দিন দিন খারাপ হয়ে যাচ্ছে,, অল্প দিনে অনেক কিছু পেলে যা হয় আর কি",Negative,0
,," আমার বালের নাটক,, একদমই ভালো লাগে নাই",Negative,0
,, মেয়েটার ড্রেস খুব  খারাপ।এ অবস্থা যদি হয় বাংলাদেশিি নাটকের অবস্হা । পরিবার নিয়ে আর দেখা যাবে না।,Negative,0
,, ফালতু নাটক,Negative,0
,," ভালো কিছুই নাই, খারাপ ভাব বঙ্গিমা,  একেবারে অশ্লিল। নিশোর কাছে এরকমটা আশা করিনাই",Negative,0
,, ফালতু নাটকএভাবে চলতে থাকলে মিশুর ফ্যান কমব। আবার কিছু বাড়বেও,Negative,0
,, নাটকের মধ্যে ধূমপান খুব বিরক্ত কর ।,Negative,0
,, অনেক খারাপ হয়ে গেছে নিসুর মেয়ে নিয়ে,Negative,0
,," নিশো ভাই,এই ধরনের নাটক করলে বেশি দিন টিকবেন না।টাকাই সব না। নিজের ব্যক্তিত্ব টাকার কাছে বিলিয়ে দিবেন নাVery sad Nisho",Negative,0
,, বাজে নাটক এটা,Negative,0
,, বান্না কুত্তার বাচ্ছার নাটকে দিন দিন অশ্লীল কথা বার্তা বাড়ছে। নাটক গুলো বর্তমান সময়ে ফ্যামিলিদের নিয়ে দেখা যায়না।,Negative,0
,, বান্না মাগির পোলা যেমন লুচ্ছা খানকির পোলা ওই রকম লুচ্ছামি নাটক তৈরি করছে।,Negative,0
,," নাটক আস্তে আস্তে খুব খারাফ হইতেছে, সব দোস পরিচালকের",Negative,0
,, ভাই থেকে এমন নাটক আশা করা জায়না ডায়লগ গুলো খুব বাজে ছিলো,Negative,0
,," আজকালকার রিলেশন গুলোই এই রকম, বিরক্ত হলাম নাটকটা দেখে",Negative,0
,, এইসব ফালতু নাটক দিয়ে নিশো ভাইয়ের হোগা মারতেছে।,Negative,0
,," কি শুরু করল নাটকে ভিউ বাড়ানোর জন্য,এত খারাপ ডায়লগ ব্যবহার,",Negative,0
,, বাংলা নাটকের এত অধঃপতন এত বাঝে ডায়লগ,Negative,0
,," ইদানিং এই জুটির নাটক গুলা সেম কাহিনি হচ্ছে, বাজে",Negative,0
,, মাবরুর রশিদ বান্নাহ কি নাটকে শুধু অশ্লীল সংলাপ ই রাখবে? ফালতু পরিচালক!! সস্তা জনপ্রিয়তা লাভের অাশায় এমনটা করা মূর্খতা ছাড়া অার কিছু নয়,Negative,0
,, যদি টাইট ছেঁড়া ফাটা জামাকাপড় পড়া আর অশালীনতাই সভ্যতার চিহ্ন হয়ে থাকে তাহলে সেই সভ্য সমাজের মাথায় পা রেখে বলছিথুথু ফেলি এই সভ্যদের মুখে,Negative,0
,, অশালীন ভাষা ছি,Negative,0
,, এত্ত অশালীন কেন???,Negative,0
,, নোংরামি বেশী হয়ছে অসভ্য,Negative,0
,, তানজিনাকে বেশ্যার মতো লাগে,Negative,0
,," আপনাদের নাটকে কোনো ভাবেই কোনো অশ্লীল কথা শোভা পায়না আর তিশা, ড্রেসের এতো অবনতি",Negative,0
,, ইদানিং বাংলা নাটকে শুধু গালি কেন নাটক কি গালি ছাড়া মার্কেট পায় না??,Negative,0
,," ভাষা গুলো সবচেয়ে বাজে ছিল,",Negative,0
,," ফালতু নাটক।ভাই আপনার নাটক এমনিতেই সুন্দর, অশ্লীল ভাষা ব্যবহার না করলেও পারতেন,যার ফলে নাটকের সু্ন্দয' শেষ হয়ে গেছে",Negative,0
,, শিক্ষা কিছু নাই বাজে নাটক,Negative,0
,, আমার দেখা এই ইদের সবচেয়ে ফালতু নাটক নিশো ভাই এইরকম ফালতু নাটকে অভিনয় কেন করলেন আমি বুঝতেসি না বান্নাহ ভাই থেকে এইরকম কাজ আশা করিনি,Negative,0
,," নাটকটা সব দিক থেকে বাজে ছিলো,ইনডােরক্টলি সব বাজে কাজ ও স্মোকিংকে উৎসাহিত করা হয়েছে",Negative,0
,, এই শালারাও মোশারফ করিমের মত ফাউল কথা কওয়া শুরু করে দিছে নাটক এর ভিতরে শালারা পাগল নাকি,Negative,0
,, ফালতু নাটক,Negative,0
,, বাজে একটা নাকট,Negative,0
,," Afran Nisho আপনি আপনার carrier নষ্ট করছেন। আশা করসি এই ধরনের নাটক করবেন না। বাঙ্গালী যে কাউ ক তুলতে পারে আবার মুহূর্তের মধ্যে নামাতে পারে । সাফা কবিরের দিকে তাকান একটু । so, নাটক কে নাটকের জায়গায় রাখুন ।অশ্লীল কিছু দেখার জন্য আমরা নাটক দেখি না । আশা করি বুঝতে পারছেন। আপনার একজন ফ্যান",Negative,0
,, নাটকটাতে পোশাকে সমস্যা আছে,Negative,0
,, বিশ্বাস হচ্ছে না।  এরকম একটা বাজে আর অশ্লীল নাটকে আমি নিশোকে দেখলাম। কি মনে করে সে এইরকম একটা নাটকে কাজ করল বুঝতেই পারছি না।,Negative,0
,, পরিচালক  একটা  গাঁজাখোর,Negative,0
,, বাজে এত বাজে পোশাক,Negative,0
,, বাজে নাটক।,Negative,0
,, প্রথমে একটু ফস্টি নস্টি হইবো।পরে একটু কান্নাকাটি  করে মিলে যাইবো।এটাই বাংলা নাটক।।কোনা আগা হোগা নাই।,Negative,0
,, এই first boss এর কোনো natok এ dislike দিলাম Khob কষ্ট লাগল তারপরও দিলাম বাজে ডাইলক বাজে body language,Negative,0
,," গল্প, কাহিনীচিত্র, সংলাপ । তিনটাই মিসিং । It is just a video clip, without any content Sorry :(",Negative,0
,, নিশো ভাইরে নিজের ওয়েট নিজে নষ্ট করিস না।এইরকম বাজে শব্দ ব্যবহার করার মানে কি??,Negative,0
,, এত ফালতু নাটক?!! ছিহ,Negative,0
,, নিশোর নাটক দেখে পুরাটা দেখলামযত্তসব ফালতু নেকামি,Negative,0
,, এত বিশ্রি নাটক বাবতে পারিনি! ল্যাংগুয়েজ  ফালতু। আজাইরা নাটক,Negative,0
,, এখন পর্যন্ত নিশো ভাইয়ের ক্যারিয়ারের সবচেয়ে বাজে একটা কাজ।,Negative,0
,," বাল এর নাটকবাল এর পরিচালকশালা এই ধরনের পরিচালক দের জন্যই আমাদের নাটক গুলা নষ্ট হয়ে যাইতেছে,অশ্লীলতা তে ভরা নাটক টি,,বস হয়েই এইরকম নাটক এ অভিনয় করলো কেনো সেইটাই বুঝলাম না।",Negative,0
,, ফালতু কাহিনী,Negative,0
,," বস্তি তিশা,মারা খাওয়া এমন কেন,দেখতে।",Negative,0
,, অশ্লীলতায় ফেমাস হওয়া যায় না!!,Negative,0
,, ফালতু ধুর বাল।।,Negative,0
,, আশ্লিলতায় ভরপুর বাজে নাটক,Negative,0
,, এমন ডাবল মিনিং ডায়লগ আর বাজে অংগভঙ্গি দিয়ে নাটকটা নস্ট করে ফেলছেনিশো টাকাই সব না,Negative,0
,, বাজে ডায়ালগ আর ইঙ্গিতের কি দরকার? আপনাদের নাটক তো এমনিতে সবাই দেখে তাহলে এইসবের মানে কি?? নাটককে ড্রয়িং রুমের পরিবেশের  মধ্যেই রাখুন।,Negative,0
,, কমেন্ট পড়তে পড়তে নাটকটাই ভালো করে দেখা হল না,Negative,0
,, ন্যাকামীতে পুর্ন,Negative,0
,, সত্যি অসম,Negative,0
,," ধুত্তুরি এই নাটক কি হলো, গল্প এলোমেলো, ল্যঙ্গুয়েজ খুব খুব বাযে, ব্রেকআপ এর পর নেশা করতে হয়? অন্যদের সাথে নোংরামি করা লাগে?  বুজি না শিক্ষনীয় ব্যাপার স্যাপার কি সেটাই বুজে আসে নাই",Negative,0
,, ভাল লাগলো না just boring,Negative,0
,, অশ্লীলতায় ভরপুর নাটক।,Negative,0
,, এই রকম অশ্লীল অঙ্গী-ভঙ্গি শুরুতে না করলেও হত। বাংলা নাটক ভালো লাগে অশ্লীলতা নাই বলেই।,Negative,0
,, কি আজব রে ভাই প্রেম এ পড়লেও কষ্ট না পড়লে ও কষ্ট কি আজব জিনিষ টা রে ভাই।,Negative,0
,, বিশ্রী নাটক।নিশু অনেক বেয়াদব হয়ে গেছে,Negative,0
,," ফালতু একটা নাটক বাস্তবতার সাতে কোন মিল নেয়, বালের নাটক,",Negative,0
,, মেয়েদের বাজে ছেলে অনেক পছন্দ,Negative,0
,," নাটকে কিন্তু অস্লিলতা বেশী দেখা যায়, কেনো এই রকম হয়, এই তানিশা কে খারাপ লাগে, ছি ছি ছি",Negative,0
,," মনের মানুষের সাথে ব্রেকআপ হয়ে গেলে, তার প্রতি প্রেমটা আরো বেড়ে যায়।",Negative,0
,," এখানে বিড়ি সিগারেট ফ্যাশন হিসেবে ব্যবহার করা হয়েছে,,, অনেক খারাপ।।",Negative,0
,, বাজে নাটক টোটালই বাজে,Negative,0
,, এবার প্যাঁচ আপ নামে একটা নাটক করেন,Negative,0
,, সবার ডিসলাইক দেওয়া উচিৎ। ফেমাস হওয়ার জন্য উঠতি তারকাদের এত নোংরা সংলাপ ইউজ করতে দেখা যায়।নিশোর কাছ থেকে এটা আসা করা যায়না।যতটা ফালতু হতে পারে নাটকটা।,Negative,0
,," সেই একই কন্সেপ্ট, বোরিং, কাহিনী নাই দুঃখিত বুলশীট বানায়ছেন",Negative,0
,," এমন ছুট্ট ছুট্ট ইগো গুলা অনেক বড় রিলেশন শিপ নস্ট করে দেয়,,,so আফরান নিশু i like u,,,",Negative,0
,, নাটকে এতো অশ্লিল ভংগিমা,Negative,0
,, ছি! ভাই আপনার নাটক গুলা দিন দিন অশলীল হয়ে যাচ্ছে। দেখার অনপযোগী,Negative,0
,," পোশাক গুলো মার্জিত  করুন,না হলে অতি তারাতারি দর্শকের জন প্রিয়তা হারাবেন,আর ভাষা গুলো দেখবেন,",Negative,0
,, বাজে নাটক,Negative,0
,, একটা ফালতু নাটক দেখলাম,Negative,0
,, নাটক দেখলাম কিন্তু কিছু শিখতে পাড়লাম বলে তো মনে হল নাভুল জায়গাতে ভুল ইমুশন ফালতু,Negative,0
,," অনলাইন নাটকের মধ্যে ও বিজ্ঞাপন শুরু করছে, শালার অভাবী বাংগালী",Negative,0
,, নাটকের মধ্য এডভারটাইস বিরক্তকর একটা মানুষ কয়দিন পরে অধৈর্য হয়ে যাবে তখন নাটক দেখাও ছেড়ে দেবে,Negative,0
,, নাটকের পোশাক টা ভালোলাগে নি,Negative,0
,, আমার দেখা আফরান নিশোর সবথেকে বাজে নাটক।এখন আবার অনেকেই আমাকে ডিটারজেন্ট ছাড়াই ধুয়ে দিবেন বাট এটাই সত্য,Negative,0
,, একই ভাঙা ক্যাসেট কতদিন চলবে,Negative,0
,, কি দেখলাম? জানি না।নাটকের মেসেজ কি ছিলো? শুধু শরীর প্রদর্শন  আর নোংরা ডায়ালগ।,Negative,0
,," ওয়াক থু, ডিসগাস্টিং, নিশোর কাছ থেকে এই নর্দমার জিনিস আশা করিনি।ছিঃ নিশো, ছিঃ",Negative,0
,," বিয়ে তো কোড়ে ফেললাম করে না করে তো  ভালো লাগছে, করব ত করে না",Negative,0
,, ফালতু টপিক নিয়ে নাটক বানানো বন্ধ করুন প্লিজ।,Negative,0
,, বাংলা নাটকের পোশাকগুলো দিন দিন খারাফ থেকে খারাপের দিকে যাচ্ছে,Negative,0
,, নিসুর আসল পরিচয় এটা।আর তিশা তো সস্তা মাল।,Negative,0
,, তানজিন তিশা ছেলেদের গায়ে বেশি বেশি ওড়তে ছায়  পালতু মেয়ে,Negative,0
,, একটা নাটকে এত এডড আসলে আবার বালে নাটক দেখবে,Negative,0
,, ভাই  আমার তো M B খরচ করে নাটক দেখি তাহলে নাটকের মধ্যে adদেওয়াটা বিরক্তিকর বিষয় হয়ে যায়,Negative,0
,, ফালতু নাটক ভালো লাগলো না,Negative,0
,, পোষাকগুলো ওয়েষ্টান কালচারের--বাংলা সংকৃতির সাথে বেমানান।,Negative,0
,," এখনকার নাটক গুলিতে অশ্লীলতা বেশী,যা নাটকের জন্য ক্ষতিকর,শুরুতেই  হাতের ভঙ্গিমা আর কথাগুলি খুবই বাজে ছিল",Negative,0
,," ভাই, আপনার হার্ড ফ্যান আমি!বাট এইযে এই নাটকে যে টাইপের শব্দ,কথা ইউজ করসেন, একদমই মানার মত না!!",Negative,0
,, আফরান নিশোর নাটকে আজ পর্যন্ত ঝগড়া ছাড়া আর কিছু দেখি নাই।সব নাটকের কনসেপ্ট সেইম।,Negative,0
,, সস্তা নাটক।,Negative,0
,, তিশার পোশাক গুলো বাজে ছিলো। এটা মেনে নিতে পারলাম না।,Negative,0
,, বাংলা নাটকে সব থেকে অশ্লিল কাপড় পড়ে তানজিন টিশার্ট,Negative,0
,, আস্তা একটা বাজে নাটক। সবটাই পাগল ছাগল।,Negative,0
,, নাটকে এত আশালিন কথাবার্তা কেন??নিশু ভাই একই কাহিনী বারবার কেন?,Negative,0
,, ফালতু নাটক,Negative,0
,," বাস্তবের সাথে কোনো মিল না। আমিও অস্ট্রেলিয়া তে লেখাপরা করি। নিজের বাড়ি  বিএমডব্লিও গারি, সারা রাত পার্টি, গারলফ্রেন্ড ইত্যাদি সপ্ন আমারো ছিল। কিন্তু বাস্তব অনেক কঠিন। টিউশন ফী এর টাকা উঠানোর জন্য দিনরাত কাজ করতে হয়। কাজ করতে গিয়া লেখাপড়ার ১২ টা। শেয়ার বাসায় থাকতে হয়। গারি যদিও কিনসি, কিন্তু BMW না। & girlfriend??? lol !!আর ভারসিটির গ্রুপ প্রেজেন্টেশনে একজন মেম্বার উপস্থিত না থাক্ললে পুরা গ্রুপ ফেল হয় না। শুধু সে ফেল হয়। পাবলিক বলদ না। আর সবার পোশাক নিয়া এতো ঝামেলা কেনো বুঝি না। এটা অস্ট্রেলিয়া। এখানে কোনো মেয়ে বাংলাদেশি ড্রেস পরে না।",Negative,0
,, সালায় আসলে একটা পাগল,Negative,0
,, পোশাক অশ্লীল ছিল বাংলাদেশের জন্য এটা টিক না,Negative,0
,, সম্পর্ক প্রতিষ্ঠার ভিত্তি যদি হয় দুর্বল তাহলে তো সম্পর্কে টানাপোড়েন ও সম্পর্ক ভেঙে যেতে খুব বেশি সময় লাগবে না।,Negative,0
,," Arfan nishu ভাই আমাদের কাছে লাস্ট একটা জিনিস বাকি ছিল যা আআমরা মা, বাবা সহ দেখতে পারতাম। কিন্তু মনে হচ্ছে তাও এবার শেষ ভাই আপনার থেকে এমন নাটক চাইনি কারণ এটা এডাল্ট নাটক যা আমাদের দেশে ফ্যামিলি নিয়ে দেখা অসম্ভব।",Negative,0
,," বান্না হলো আস্ত মাদারচোদ, কি বালের নাটক বানাই এগুলা!, হ্লা দুইদিনের ডিরেক্টর হ্যাডার নাটক এইটা",Negative,0
,," এক্কেবারেই একটা ফাউল, এই বেটা এখানে কি এড দেখতে আসছি এমবি খরচ করে, যতসব discusting",Negative,0
,, দামি জামা পড়ে লাভ কি যদি ১০০ টাকার ব্রা দেখা যায়,Negative,0
,, কেমনে পারেন এতো মজার নাটক করতে ভাই??,Negative,0
,," মাইয়া বিদেশে একাএকা পরতে পাঠানBBA,MBA, BA sob ek shate korbeপোলার কথা তো আর কইয়া লাভ নাভ নাই",Negative,0
,," WTF বাজে নাটক ,,,,,,একটাও আশানুরূপ হয় নি,,,,, টা দেখলাম কিন্তু মার্ক কত দিব ভেবে পাচ্ছিনা ,,,।আরফান ভাই আপনি আমাদের দেশের সনাম ধন্য একজন অভিনেতা ,,,রিকোয়েস্ট ভাই দেখে শুনে স্ক্রিপ্ট নেন ।",Negative,0
,, এ মেয়ে হাবিবের পাল্লায় কেমনে পড়লো !? দেখতে তো মনে হয় চালো আছে,Negative,0
,, মুখে চলে অাসছে অশ্লীলিনতা এখন শুধু প্রেক্টিকেল বাকি।,Negative,0
,," ফালতু কাহিনী, ফালতু নাটক। এবারের ঈদের সবচাইতে জঘন্য নাটক।",Negative,0
,, ভাই কি গল্প বানানোর সময় ভুলে গেছিলেন  নাকি  যে এটা বাংলা নাটকগল্পটা আরও ভালো করা যেত আর নাটকের কস্টিউম বাজে ছিল,Negative,0
,, শুরুটাই অস্থির বস,Negative,0
,," যে নাটক গুলো দেখে আমরা আনন্দ পাই,সেখানে একটা লাইক দিলে কি টাকা পয়সা লাগে নি",Negative,0
,, “ দরজা খুইলা আমি মুততে গেছিলাম”বাংলা নাটকের  ডায়ালগ তাও নিশোর নাটকে প্যাথেটিক,Negative,0
,, উলজ্ঞ নারী তিশা নেংটা হতে হতে আর কত???,Negative,0
,, নিশু জনপ্রিয়তা থাকবে এত অশ্লীল করলে।নিশু আর তিশা বাংলা নাটকে নোংরা মানি করে,Negative,0
,, ফালতু একটা নাটক।ফ্যামিলি নিয়ে দেখার মতো না।,Negative,0
,, এ তিশা একটু বেশিই করে ন্যাকামি সাফা কবিরের মত ড্রেসের দিকেও অশ্লীতায় ভরপুর,Negative,0
,, টু বি ভেরি অনেস্ট নাটকটিতে প্রথম থেকেই ডবল মিনিং ডায়লগ &  দৃশ্য বিদ্যমান যা আশার বাইরে। তাছাড়া ড্রেসেও সমস্যা বিদ্যমান। আমার চোখে পড়লো তাই বললাম। এখন যে যেভাবে নেন,Negative,0
,, দিন দিন ভাইয়ের নাটক বাজে হচ্ছে,Negative,0
,, খুব একটা ভাল লাগে নাই ।বাংলা নাটক মনে হল না ।বিদেশি মনে হল ।এটা আশা করি নাই ।,Negative,0
,, ভাল লাগলনা।,Negative,0
,, ছিঃছিঃছিঃ কি নোংরা ভাষা।আফরান নিশো এর সব থেকে বাজে নাটক।এমন নাটক আর করবেন না।তাহলে জনপ্রিয়তা হারাবেন।,Negative,0
,, নাটকটি তেমন ভালো লাগেনি কারন যামিন নাই তাই,Negative,0
,," ফালতু নাটক,।ফালতু কাহিনি ফালতু কথা বার্তা ফালতু ড্রেস আপ। নিশোর থেকে এগুলো মানা যাচ্ছে না",Negative,0
,, নডির পুলারা নাটকের মাঝে বিঙ্যাপন মারে,Negative,0
,, বেশ্যা মেয়ে।,Negative,0
,, Natok টা weird উচ্ছৃঙখল,Negative,0
,, নিশো খুব ভাল বাজে language acting করতে পারে,Negative,0
,," মনে হচ্ছে প্রায় সব নাটকের কাহীনি এক হয়ে যাচ্ছে!! সেই ঝগড়া,ব্রেকাপ,আবার শুরু!! ।।।",Negative,0
,, পালতু মাইয়া এগুলা কিসের পেন্ড পরে একবারে জিনিসের সাথে আটকে গেচে,Negative,0
,," নিশো ভাইরে ১২০০ টাকা দামের একটা নকল এডিডাস জুতা পরাইসেন তার পরও বার বার জুতাটা দেখাতেসেন, কি মনে করেন মানুষ কি কিছু চেনে না???",Negative,0
,," নাটকটা মানসম্মত না! আর নিশো কে বলছি আপনি দেখে শুনে নাটক করেন, তা না হলে মোশাররফে মত অল্প দিনেই দর্শক প্রিয়তা হারাবেন!",Negative,0
,, :m বাংলাদেশের নাটকের যে কত অধঃপতন হয়েছে ইন্নালিল্লাহ,Negative,0
,, ঈদ মোবারক অসম্ভব সুন্দরসব সময় এই রকম নাটক চায়।ফাইজলামির শেষ সিমানা বলতে কোন কিছু থাকবে না,Negative,0
,, ড্রেস গুলা দিন দিন মেয়েদের খুব খারাপ হয়ে যাচ্ছে,Negative,0
,, মুখস্ত মিথ্যা কথা বলতেও পারে বেটা,Negative,0
,, নিশো ভাইয়া অনেক মজার নাটক টা,Negative,0
,, বোকা তানজীন বুজেনা দুদু টিপতে দে নিশো ভাই রে,Negative,0
,," নিশো ভাই এই ধরনের ভাষা ব্যাবহার কইরেন না। আপনার নাটকে কোনো  দিন এইসব  কথা শুনি নাই, আশাও করি নাই। নাটকটার কিছু কথাবার্তা ভালো ছিলো না",Negative,0
,, ধূমপানের সিনগুলা একটু বেসি হইতাছে নিশো ভাইর নাটকে কাহিনিটা কি???,Negative,0
,, নাটকটি ভাল লাগলো না। কারন এই নাটক কে অনেক অশ্লিল কথা বার্তা বলা হয়েছে,Negative,0
,," খা★কির পোলারা,নাটক অ ত এখন ফ্যামিলি নিয়া দেখা যাইবনা দেখতেছি।।।বান্নাহ বোকচোদা",Negative,0
,," আমিতো কিছু করি নাই""জানি না""করছি আমি??""দেখি নাই""ভালো ছিলো",Negative,0
,, আরফার নিশুর ভায়ের নাটকটা অনেক অস্থির নাটক।নিশুর ভায়ের নাটক সবগুলো কেকে দেকছেন এবং আরো দেকবেন তারা লাইক comment করে জানিয়ে দিন।,Negative,0
,," বালের একটা নাটক,, আমার দেখা সব থেকে নিশো বাজে নাটক এটি",Negative,0
,, নাটকটার কিছু  কিছু scene   আমার কাছে তেমন ভালো লাগে নাই,Negative,0
,, ফালতু নাটক,Negative,0
,, আমি নিজের চোখে এইরকম ঝগড়া দেখছি। আমার এক মাওইমাকে।একদম এই মহিলার মতো দেখতে ও।আমি এই নাটক দেখছি আর আমার ওই মাওই মার সাথে কথা আর চেহারা মিলাইতেছিলাম।,Negative,0
,, নাটকের ভাষা বলে এত খারাপ,Negative,0
,, মাথা খারাপ হয়েছে দুজনের কি সব ভাষা,Negative,0
,, এসব মেয়ে অনেক খারাপ,Negative,0
,, এতো নোংরা ভাষায় নাটক না করলেই কি নয়!!,Negative,0
,, ফালতু ভিডিও।।,Negative,0
,, নাটকের নাম ভুল নাটকের নাম হওয়া দরকার বরিশালের নটি,Negative,0
,, মোটা বেডিটা আসলেই কুটনি,Negative,0
,," হায়দার, দিলু ভাই বাংলা নাটকে আপনাদের অবস্থান আরও উপরের দিকে প্লিজ এমন নিম্নমানের স্কিপটে অভিনয় করে নিজেদের নষ্ট করবেন না।",Negative,0
,, মোটা কালা বেড়ি অরজিনাল মাতারি।অভিনয় ফাটাফাটি।কুটিল চরিত্রে একশোতে একশো।,Negative,0
,, বুড়ির মুখ এতো খারাপ কেন,Negative,0
,, এ তো সত্যি সত্যি ঝগড়া আয়,Negative,0
,, আমার দেশ এর মেয়েরা এতো খারাপ কথা বলে ।।। এই সব না দেখলে বুঝতাম না ভাগ্য ভালো যে গ্ৰামে কখনো যাইনি,Negative,0
,, নাটকের মধ্যে ভাষা খারাপ কেন ছি ছি ছি,Negative,0
,," নারী তুমি বড়ই অদ্ভুত,  সুখ পেলে ভুলে যাও...।কষ্ট পেলে ফিরে যাও,,তাই বলি নারী তুমি বড়ই অদ্ভুত...।",Negative,0
,," এই নাটকটি / মিনিট হতে পারতো। কিন্তু আপনারা কিছু কিছু সিন অবাঞ্চিত দিয়েছেন। যার কারণে boring  দেখাচ্ছে। so, next time এই দিকটাতে একটু খেয়াল রাখবেন। ধন্যবাদ.",Negative,0
,, বাজে অভিনয়,Negative,0
,, নাটকের শেষটুকুও ভাল লাগেনি একদম,Negative,0
,, এরকম ফালতু মার্কা মেয়েদের কারণেই কত সংসার ভাঙছে। আর পুরুষদের কথা তো বলেই লাভ নাই,Negative,0
,, রিয়াজ এর অভিনয় এত বাজে।কোনো এক্সপ্রেশন দিতে জানে না।এবং এন্ডিংটা পুরা ই ফালতু।কি একটা ফালতু কাহিনি।,Negative,0
,, মেয়েরা অনেক লোভী,Negative,0
,, ছেলেরা কত খারাপ,Negative,0
,, প্রথম একটু খারাপ লেগেছিলো লাস্ট দিয়ে ভালো হইছে।,Negative,0
,, এই ধরনের ছেলে মেয়েদের জন্য ঘরের বড়রা খারাপ হয়,Negative,0
,, এরাকম নাটক আমার জীবনে আর কখনো দেখিনি আমার জীবনে সব থেকে বাজে নাটক এটা,Negative,0
,, ফালতু একটা নাটক,Negative,0
,, এইটা ঠিক না ঘরে বৌ রেখে পরো নারীর সাথে সময় কাঠনো,Negative,0
,, পুরাই ফালতু একটা নাটক,Negative,0
,, বেয়াদব ছেলে,Negative,0
,, পুরুষদের ইজ্জত মাটাকরলায়। খারাপ টেড পু্য়া,Negative,0
,," বালের ফালতু নাটক,যারা বৌ রেখে পরকিয়া করে তারা পুরুষ না কাপুরুষ",Negative,0
,, বাজে নাটক এগুলো দেখে ছেলেরা নষট হয়,Negative,0
,, খুব ভালো লাগে নি,Negative,0
,, তেমন ভালো হয় নাই,Negative,0
,, নাটকে পরকিয়া অভিনয়   দেখানো  দেশকে  খারাপ দিকে ঠেলে দেয়,Negative,0
,," এই পাগলের গুষ্ঠিরা বলে কি,মেয়েরা নিচে নামতে নামতে আর কতো নিচে নামবে,পুরুষদের প্যান্ট,শার্ট,লুঙ্গী,নিয়ে এদের হয়নি!এবার শুরু করছে, এক মেয়ে না-কি আরেক মেয়ের দোস্ত।",Negative,0
,, এই যে ফাল্লুত নাটক পরিচালক যে কেন ভানায়  সমাজ নস্টা করা ফংন্নিতি,Negative,0
,, রিয়াজ তোমার এমন কি  অভাব আছে যে বাজে চরিত্রের অভিনয়ের মাধ্যমে তোমার টাকা  উপার্জন করতে হবে তোমার সামাজিক  অবস্থান বুঝতে চেষ্টা করো কেমন,Negative,0
,," অধিকাংশ কমান্ডগুলো দেখলাম, নাটক টা ভালো হয় নাই নিয়ে বাজে মন্তব্য। আসলে চ্যানেল আই, zee bangla আর স্টার জলসা হয়ে গেল কিনা জানিনা ।",Negative,0
,, এ রকম বাজে কেন,Negative,0
,, পেংটির পোলা পরিচালক নাইকা খুইজা পাইলোনা রিয়জের পেটের মাইয়ারে নাইকা বানাইছে হালায়।,Negative,0
,, খারাপ লাগলেও ইভানা কারণে দেখি,Negative,0
,, এটা একটা পাগলের নাটক। পাল্তু কোথাকার.............,Negative,0
,, নাটক বলো সিনেমা বলো প্রথম দিকের খারাপ ঘটনাটাই মানুষ শিখে শেষের অনুতপ্ত বা শাস্তি থেকে কেউ শিক্ষা গ্রহণ করে না।আর বাস্তব জীবনে  যৌবন শেষে মৃত্যুর সময় অনুতপ্তা কোন কাজে আসে না।,Negative,0
,," ফালতু, যত্তসব পরকিয়ার ধান্দ,",Negative,0
,, তেমন একটা ভালো লাগলোনা,Negative,0
,, ইভানার অভিনয় পুরা ফালতু হয়েছে,Negative,0
,, বাংলা নাটক এর বারোটা বাজাইয়া দিলো। এটা নাকি নাটক। যতো সব পাগল ডিরেক্টর,Negative,0
,, ফালতু একটা নাটক,Negative,0
,, অস্বস্তিকর একটা নাটক,Negative,0
,, রিয়াজের মতো এমন একজন বড় আর্টিসকে এ ধরনের বাজে নাটকে কাষ্ট করার কোনো অর্থ হয়?,Negative,0
,, মেয়ে মানেই টাকার লোভী।,Negative,0
,," নারী তুমি বড়ই অদ্ভুত,,,সুখ পেলে যাও ভুলে ,,কষ্ট পেলে  আসো  ফিরে,,,তাই বলি নারী তুমে বড়ই অদ্ভুত,,,",Negative,0
,, এই চরিত্রে রিয়াজ কে একদম ফালতু মনে হইল,Negative,0
,, ফালতু নাটক,Negative,0
,, ফালতু নাটক,Negative,0
,, কোথায় যে কমতি ছিলো।পরিপূর্ণ নাটক হয় নি।,Negative,0
,, ফালতু একটা স্ক্রিপ্ট। সময়ের অপব্যয়...,Negative,0
,, ২০১৮ সালের সব চেয়ে ফালতু নাটক এটা!!,Negative,0
,," এটাও একটা নাটক???ধুর,,সময়টাই নষ্ট",Negative,0
,, ফালতু নাটক,Negative,0
